url,types,name,desc_snippet,recent_reviews,all_reviews,release_date,developer,publisher,popular_tags,game_details,languages,achievements,genre,game_description,mature_content,minimum_requirements,recommended_requirements,original_price,discount_price
https://store.steampowered.com/app/944920/Nanotale__Typing_Chronicles/,app,Nanotale - Typing Chronicles,"Something is wrong with the heart of magic. Play a young archivist venturing out into a dying world, cataloging its mysteries and its wonders to unearth the truth. Nanotale is the new adventure from the Typing Chronicles franchise and the spiritual successor to the acclaimed Epistory.",,,Q3 2019,Fishing Cactus,"Fishing Cactus,Fishing Cactus","Adventure,RPG,Typing,Exploration,Fantasy,Story Rich,Atmospheric,Indie,Singleplayer,Action RPG,Colorful,Moddable,Hack and Slash,Magic,Female Protagonist,3D,Action-Adventure,Great Soundtrack","Single-player,Steam is learning about this game 
									","English,French,Italian,German,Spanish - Spain,Japanese,Polish,Russian,Simplified Chinese,Portuguese - Brazil",,"Adventure,RPG"," About This Game Since time immemorial the Archivists have studied and cataloged the mysteries of the planet, observing its changes and holding to our vow of neutrality. Yet from the Ancestral Forest to the Blue Desert, the world is suffering. The Tree of Life sings the Final Song and we can feel it in our flesh: the world is dying. We bear witness, but we cannot interfere. We contemplate in silence. Nanotale - Typing Chronicles is an atmospheric typing adventure RPG set in a colorful vibrant world. Follow Rosalind, a novice Archivist, as she journeys out into a valley to collect plant and rock samples for further analysis. The valley is peaceful. War is a thing of the distant past. Nothing can go wrong with such a casual task... can it? Features Explore a vibrant 3D fantasy world: play as the Archivist Rosalind on her journey to the very edges of the planet. More than just typing: Talk to other characters, solve mysterious puzzles, unleash magic powers and defeat enemies in epic magical fights Everything with keyboard: from movements, combats to even menus, control everything with a keyboard Play in your own language: game texts are localized in English, French, German, Spanish, Portuguese (Brazil), Russian, Polish with voice-overs in English. The game supports several keyboard layouts (QWERTY, QWERTZ, AZERTY, BÉPO, Dvorak, Workman and Colemak) More features to be announced ",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 or above,Processor:,Intel Core i5 2400 -OR- AMD Phenom II X6 1100T,Memory:,8 GB RAM,Graphics:,ATI Radeon HD4850 -OR- GeForce GTX 295 (Does not support Intel Integrated Graphics Cards),Storage:,2 GB available space","Recommended:,Requires a 64-bit processor and operating system",,
https://store.steampowered.com/app/944020/Dream_Ending/,app,Dream Ending,这是一个关于 “末尾” 的故事。人类即将灭亡，方舟已经离去，而我只能待在教室里做卷子。突然，她让我对她告白……要我和她一起迎接世界末日。 精致小短片《梦末》，让你体验人类最后的爱情小品。,,,"Jun 21, 2019",#workshop,"NVLMaker,NVLMaker","Indie,Casual,Adventure","Single-player,Steam Cloud","English,Simplified Chinese",,"Adventure,Casual,Indie", About This Game  ===About=== 人类即将灭亡 方舟已经离去 而我只能待在教室里做卷子 突然，她让我对她告白…… 要我和她一起迎接世界末日 ===Story=== 五年前，科学家们发现太阳急速衰老 它将在未来几年里突然爆发并吞没地球 但人类并不甘心就这样灭亡…… 人们组成了联合政府，实施了“方舟”计划 集合所有的资源建造巨大飞船逃离地球 于是我们成功了 方舟飞向了宇宙，火种得到了保留 但这和我无关……因为我没有资格登上方舟 留在地球上的人们都在等死 因为太阳随时可能爆炸 我的计划就是每天到教室做卷子 然后带着尊严离开这个世界 突然有一天，她让我对她告白…… 要我和她一起迎接人类的末日。 Feature 精致的浓缩短篇AVG。 两段完全不同风味的故事。 ,,,,,
https://store.steampowered.com/app/944250/Castle_Flipper/,app,Castle Flipper,"Castle Flipper is a unique chance to become a medieval royal craftsman. You can re-arrange the castle, at your own discretion. Breathe a whole new life into the old rooms and prepare a great feast for the king!",,,2019,Cool Tool Studio,"PlayWay S.A.,PlayWay S.A.","Indie,Simulation,Singleplayer,Realistic,First-Person,Casual,Sandbox,Family Friendly,Strategy,Atmospheric,Inventory Management,Relaxing,Adventure,Management,Economy,Resource Management,Destruction,Building,Great Soundtrack,Physics",Single-player,"English,French,Italian,German,Spanish - Spain,Polish",,"Indie,Simulation"," About This Game Castle Flipper is a unique chance to become a medieval royal craftsman. You can re-arrange the castle, at your own discretion. Breathe a whole new life into the old rooms and prepare a great feast for the king! Manage reconstruction! You will have to put a lot of work into the reconstruction of the conquered castle. Lead a group of workers and repair damaged walls, bridges, or towers. Become a designer! Design the surroundings of the castle. Choose and plant trees in the courtyards. Choose the shapes and patterns of your flags and pennants. Explore the interior You want to see what the castle chambers look like. Nothing easier. Choose a building and go inside. See what is inside, between the medieval walls. Prepare the feast! After a good job and a complete restoration, it's time to feast. Prepare a banquet room, cover the table and invite the workers to celebrate together with the king. ",,,,,
https://store.steampowered.com/app/943980/The_logic_of_the_miniature_garden/,app,The logic of the miniature garden,"Guide your adventure with beautiful girls through the mysterious campus. Adventure aside, this game also draws a vivid picture of the darkness filled inside Hakoniwa City. As a human the protagonist can't do much about it, but he has been observing. What will he see?",,,Coming soon,Cabbit,"SakuraGame,SakuraGame","Adventure,Indie,RPG,Visual Novel,Anime,Nudity,Sexual Content",Single-player,"English,Japanese,Traditional Chinese",,"Adventure,Indie,RPG"," About This Game Guide your adventure with beautiful girls through the mysterious campus. Adventure aside, this game also draws a vivid picture of the darkness filled inside Hakoniwa City. As a human the protagonist can't do much about it, but he has been observing. What will he see?  ✿Intro✿ Female detective of mystery, ganki girl of beauty, choose between those two as you company to go through all kinds of challenge. The choice is important, vital even. It'll shift the story into different directions. Enough CGs, mysterious events, evocative stories, a fantasy is born.  ✿Storyline✿ Our protagonist, ,Wakui Arata is a student in the artificial city called Senba City. Senba City, also called Hakoniwa City, is a man-built city.  Some day in October, the MC got a invite from the student union of Tsunubane called Berizurukai. Union president offered the MC ""investigate the campus"" quest.  From April this year, there has been a series of shocking events. During this time, there has been 6 students missing from Tsunubane but due to there's not any witness, the events didn't raise the awareness of citizens.  Although the school has nothing to do with the missing students, they still find it very omnious. Our MC, though not very willing to, still started to investigate.  He has tried to refuse, but Shizuku forced him to do it or the history that he wrote a very stupid novel before moving here would be exposed.  Arata started unwillingly. With the cooperation of his only friend, the creepy Iriya Koko, the whole thing got weirder.  The enthusiastic detective Maezono Kirika and the 'creepily' cute Iriya Koko, which one would you choose to accompany you to the end?  ""So, Arata, wanna reveal the secret with me?  All the characters in this game are all 18+ years old.  This game is pure fantasy, there's no connection between the fictional places in the game and the real places in real world.",,,,,
https://store.steampowered.com/app/943260/Stranded_Sails__Explorers_of_the_Cursed_Islands/,app,Stranded Sails - Explorers of the Cursed Islands,Stranded Sails is an open world exploration farming adventure full of discoveries and quests! Along with your crew you are ship-wrecked on a mysterious archipelago. Now it's up to you to secure your survival and solve the mysteries deep in the heart of the islands –and finally escape.,,,Q4 2019,Lemonbomb Entertainment,"rokapublish,rokapublish","Adventure,RPG,Open World,Agriculture,Crafting,Exploration,Sandbox,Cute,Indie,Singleplayer,Relaxing,Atmospheric,Female Protagonist,Casual,Simulation,Controller,Survival,Fishing","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","English,French,Italian,German,Simplified Chinese,Portuguese - Brazil,Russian,Spanish - Spain",,"Adventure,Casual,Indie,RPG,Simulation"," About This Game Along with your crew you are ship-wrecked on a mysterious archipelago. As the son/daughter of the gravely injured captain you take charge and set up a camp for the survivors. Since food resources are limited you plant your own crops and establish a small farm. Your goal is to eventually build a new ship. So you search all islands for useful treasures and forage deeper and deeper into the wilderness. On your excursions many exciting quests await you – as well as numerous dangers and threats. Will you solve the secret of the cursed islands? It's the only way to escape. Awaken the adventurer deep inside! farming & the Crew Set up a survivors' camp and find food resources. Since resources are limited you plant your own crops. Step by step you establish your own farm to feed all survivors and keep them happy in your camp. Only then will you manage to reach your goal of building a new ship and escape from the archipelago. If your crew members are happy and well-fed, they'll give you access to crucial tool upgrades and handy shortcuts in the camp . In addition you will get more farming land , fancy hats (cosmetic) and mysterious treasure maps . exploration Using your father's old navy spyglass you embark on many exploration trips from one island to the other and discover – both along the road and in the thickets – many different useful tools to be used with other materials. And on the different islands new plant seeds and many other amazing treasures are just waiting to be found. story-driven Quests To expand your survivors' camp and make work for your crew a little easier, you can take on various quests in your island paradise. But careful – that island idyll is quite treacherous! You're not alone with your crew. Some strange threats loom on certain islands! Will you solve the secret of the cursed islands? Because that's the only way to ever leave them. Experience a relaxed open world farming adventure Farm and cook to survive Master story-driven quests full of adventure Discover the islands to find new plants and useful items Watch your energy reserves and choose the right food Provide food for your crew and improve their level of happiness Explore several excitingly different islands Manage the creation and expansion of a survivors' camp Fight against supernatural dangers Solve the secret of the cursed islands Prove your skills as a ship builder Experience a survival adventure with day and night cycle We were Inspired By The Legend of Zelda - Saga Yonder Stardew Valley Harvest Moon Farm Together My Time at Portia Super Mario Games Rune Factory Thanks For such good and inspiring games <3! Games we want to support: Forager Summer in Mara Foundation Flotsam Rise of Industry Swag and Sorcery Staxel Unturned Alchemy Story ",,,,,
https://store.steampowered.com/app/702340/Avem888_VR/,app,Avem888 VR,This classic arcade style flying VR game takes you through a everchanging landscape of objects you should avoid.,,,"Jul 23, 2018",WaVR Tech AB,"WaVR Tech AB,WaVR Tech AB","Indie,Casual,Racing","Single-player,Local Multi-Player,Stats,Profile Features Limited 
									",English,,"Casual,Indie,Racing"," About This Game  Feeling lucky? Can you beat it? Avem is latin for bird, 888 is the lucky number... are you the lucky bird? You are hereby challenged to set the record. This classic arcade style flying game takes you through a ever changing landscape of objects you should avoid. Pick as many of the portals on the trail as as you can including specials scattered here and there. They will give bonuses... or not...  Your ultimate goal is to stay alive as long as possible. In the beginning it is hard, but you will get better. In party mode you can challenge your friends on the same device, who stays alive the longest and gets the highest score? Always at the highest speeds! Game Play Instructions - Create you own Pilot made of 3 words and add a pincode to secure it. They are unique! - Select the easy, medium, hard mode. - Start playing the game. - Mission is to stay alive as long as possible and catch as many red markers as possible. - Glimmers are point multiplier for a timeperiod, applies both to red and green markers. - Scatter changes the baselines curvation for timeperiod - Avoid all objects in your path.",,"Minimum:,OS:,Windows 8.1, or Windows 10,Processor:,Intel® i5-4590 / AMD FX 8350 equivalent or greater.,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290,Storage:,250 MB available space,Sound Card:,Any","Recommended:,OS:,Windows 10,Processor:,Intel® i7-7700K /  AMD Ryzen 7 1800X,Graphics:,NVIDIA GeForce® GTX 1080 / AMD Radeon™ R9 Fury X,Storage:,250 MB available space,Sound Card:,Any",$4.99,
https://store.steampowered.com/app/395510/BLACKHOLE_Demo/,app,BLACKHOLE Demo,BLACKHOLE is an animated 2D sci-fi hardcore platformer. Become a hero and discover the secrets hidden in a mysterious Entity. DEMO NOW AVAILABLE WITH CHALLENGE VAULT.,,"6 user reviews,- Need more user reviews to generate a score","Sep 1, 2015",FiolaSoft Studio,"1C Entertainment,1C Entertainment","Action,Adventure,Indie,Sci-fi,Great Soundtrack,2D,Puzzle-Platformer,Difficult,Platformer,Puzzle","Single-player,Game demo,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats","English,Czech",,"Action,Adventure,Indie"," About This Game  BLACKHOLE is an animated 2D sci-fi hardcore platformer. Become a hero and discover the secrets hidden in a mysterious Entity. DEMO NOW AVAILABLE. The world inside the black hole is waiting for you to explore it! Consisting of 6 diverse levels, this demo will allow you to get a glimpse of BLACKHOLE. Playing with gravity, solving puzzles involving tackle systems, planning how to use crumbling blocks and learning how to walljump should give you a pretty good idea of what the full game levels feel like, and that it’s worth to join Endera crew and learn about their story. Feel free to also check our trailers/gameplay videos if you wish to see more content and get a better idea of how the full game looks like! Oh and by the way, Challenge Vault Tournament is available for free to everyone ! DEMO features: 6 diverse levels: All of them will introduce you something very special from our overall gameplay experience. Change the gravity: Levels are designed in a unique way; turn the gravity in four different directions and reach places you had no chance to reach before. Every level is the same as the other four and it is only up to you to choose the best way in completing your quests. Captivating soundtrack: Made by composers Jakub Miřejovský and Jan Ševčík. Enjoy listening to strong melodies. Rhytmic drums, dynamic dubstep and fairytale orchestra will not keep you calm. Logic puzzles, action minigames: Pass through all the tricky traps and discover all the hidden secrets behind closing black holes. ",,"Minimum:,OS:,Windows Vista,Processor:,Intel Core 2 Duo,Memory:,2 GB RAM,Graphics:,Intel Graphics / 512MB VRAM,DirectX:,Version 9.0c,Storage:,650 MB available space,Sound Card:,Compatible with DirectX®: 9.0c,Additional Notes:,Warning: Laptop graphics card are not supported, but may be functional,Minimum:,OS:,Snow Leopard (10.6),Processor:,Intel,Memory:,2 GB RAM,Graphics:,SM4 512MB VRAM,Storage:,2 GB available space,Additional Notes:,Warning: Laptop graphics card are not supported, but may be functional,Minimum:,OS:,Linux (Most distros should work),Processor:,Intel Core 2 Duo,Memory:,2 GB RAM,Graphics:,SM4 512MB VRAM,Storage:,2 GB available space,Additional Notes:,Warning: Laptop graphics card are not supported, but may be functional","Recommended:,OS:,Windows 7 or 8.1 64bit,Processor:,Intel Core i5 2.5 GHz,Memory:,2 GB RAM,Graphics:,NVIDIA GTX 560Ti & higher / 1GB VRAM,DirectX:,Version 9.0c,Storage:,650 MB available space,Sound Card:,Compatible with DirectX®: 9.0c,Additional Notes:,Recommended Xbox 360® Controller for Windows,Recommended:,OS:,Yosemite (10.10),Processor:,Intel Core i5,Memory:,4 GB RAM,Graphics:,SM4 1GB VRAM,Storage:,2 GB available space,Recommended:,OS:,Ubuntu 14.04,Processor:,Intel Core i5,Memory:,4 GB RAM,Graphics:,SM4 1GB VRAM,Storage:,2 GB available space",,
https://store.steampowered.com/app/291750/The_Last_Crown_Blackenrock/,app,The Last Crown: Blackenrock,"Join ghost-hunters Nigel Danvers and Lucy Reubans on a spine chilling haunted adventure, packed with real paranormal activity, to unravel tales of murder and mystery. Be warned, seeking answers from the dead can have bitter consequences.",,,,Darkling Room,"Iceberg Interactive,Iceberg Interactive","Adventure,Indie,Horror,Psychological Horror,Great Soundtrack,Point & Click","Single-player,Steam Achievements,Steam Trading Cards","English,German",,"Adventure,Indie"," About This Game Nigel Danvers is haunted. Ever since a brief but disturbing experiment with a Spiritboard, he has felt someone, or something, calling to him. What is the significance of the word 'Blackenrock'? Is it a name, an item, an event, a place? Joining Nigel on his mysterious mission is fellow ghost-hunter Lucy Reubans. Together, they delve deep into Saxton's murky past, investigating local supernatural tales of horror and haunting, to discover secrets long since buried. Armed with upgraded ghost hunting gadgets, Nigel and Lucy seek answers from the dead to uncover clues to a century old murder mystery. You will be captivated, taunted and teased by mind-bending puzzles and interactions with the town 'locals', in a richly detailed interactive world of ghostly tales, wind-swept coastlines, abandoned buildings and crumbling churchyards. All the clues regarding Blackenrock lead out to sea, through the dense fog, away from the safety of Saxton. A trip into the unknown! The scattered rocky remnants of old Ulcombe make for treacherous waters, as the claw-like rocks seem to stand guard, preventing all but the most brave from discovering what hides beyond. Key features: Spine-tingling ghost stories to investigate. Realistic ghost-hunting, featuring actual E.V.P. (Electronic Voice Phenomena). Explore isolated, creepy haunted locations, in third and first person using a nite-vision camera. Photographs of unexplained entities captured by creator Jonathan Boakes while creating the game. Gather clues from a full cast of characters, which bring the mysterious world of Saxton to life. Chilling original soundtrack. Explore abandoned and isolated spooky locations. Learn clues from interacting with spirits of the dead using Ghost Hunting gadgets Point and click gameplay with both first and third person interaction. Realistic and integrated puzzles. Collect paranormal evidence and analyse your findings. Position remote cameras to monitor paranormal activity. The Last Crown : Blackenrock is playable in 2 formats - • 1280 x 960 (HD+ 4:3 ratio, for regular screen displays) • 1280 x 720 (Widescreen 16:9 ratio, for wide displays and laptops) Both formats have Windowed mode or full screen, changed via Settings. Save games are not compatible between formats.",,"Minimum:,OS:,Windows XP, Vista,Processor:,1.5 Ghz,Memory:,1 GB RAM,Graphics:,128 MB DX 9.0c compliant video card,DirectX:,Version 9.0c,Storage:,40 GB available space,Sound Card:,DX 9.0c compliant soundcard,Additional Notes:,Playable in 2 formats - 1280 x 960 (HD+ 4:3) or 1280 x 720 (Widescreen 16:9 wide displays and laptops)","Recommended:,OS:,Windows 7,8,10,Processor:,3.0 Ghz,Memory:,2 GB RAM,Graphics:,256 MB DX 9.0c compliant video card,DirectX:,Version 9.0c,Storage:,40 GB available space,Sound Card:,DX 9.0c compliant soundcard,Additional Notes:,Playable in 2 formats - 1280 x 960 (HD+ 4:3) or 1280 x 720 (Widescreen 16:9 wide displays and laptops)",,
https://store.steampowered.com/app/272920/Rail_Adventures/,app,Rail Adventures,"Rail Adventures is a fast paced action/racing game in a minecart on railways, set in epic and beautiful 3D environments.",,,"Jun 20, 2019",exosyphen studios,"exosyphen studios,exosyphen studios","Early Access,Indie,Racing,Action,Early Access,VR","Single-player,Full controller support",English,,"Action,Indie,Racing,Early Access"," About This Game Rail Adventures is a fast paced action/racing game in a minecart on railways, set in epic and beautiful 3D environments. Navigate and shoot your way through challenges and obstacles in a game which combines elements of racing and shooting in a rollercoaster like environment. Control your cart, shoot/destroy/avoid obstacles, collect items and power-ups and race your way to the finish line in a new and exciting gaming experience.",,,,,
https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/,app,Mount & Blade II: Bannerlord,"The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia. Establish your hegemony and create a new world out of the ashes of the old.",,,"Mar 30, 2020",TaleWorlds Entertainment,"TaleWorlds Entertainment,TaleWorlds Entertainment","Medieval,Open World,Strategy,War,RPG,Sandbox,Singleplayer,Action,Multiplayer,Moddable,Adventure,Horses,Simulation,Character Customization,Realistic,Historical,First-Person,Third Person,Great Soundtrack,Co-op","Single-player,Multi-player",English,,"Action,RPG,Simulation,Strategy"," About This Game  The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia. Establish your hegemony and create a new world out of the ashes of the old. Mount & Blade II: Bannerlord is the eagerly awaited sequel to the acclaimed medieval combat simulator and role-playing game Mount & Blade: Warband. Set 200 years before, it expands both the detailed fighting system and the world of Calradia. Bombard mountain fastnesses with siege engines, establish secret criminal empires in the back alleys of cities, or charge into the thick of chaotic battles in your quest for power. SIEGE GAMEPLAY Construct, position and fire a range of heavy machinery in sieges that will test your wits and skill like never before. Experience epic, sprawling combat across ramparts and rubble as you desperately hold on to your castle or seek to seize one from the enemy. Historically authentic defensive structures offer the ultimate medieval warfare experience, as you batter a rival's gate with your ram or burn his siege tower to ashes. Mount & Blade II: Bannerlord lets you live every moment of a chaotic battle through the eyes of a single soldier. DIPLOMACY Engage in diplomacy, with meaningful consequences that impact the world. Strike historic peace deals that win land for your kingdom or free you to take on a new foe. An all-new barter system gives players flexibility in cementing deals, from marriage offers to treason pacts, offering all the options available to NPCs. Use a new influence system to direct your faction's energies or strangle the aspirations of a rival. SANDBOX ECONOMY See the availability of goods ebb and flow in a simulated feudal economy, where the price of everything from incense to warhorses fluctuates with supply and demand. Invest in farms and workshops, or turn anarchy to your advantage by being the first to bring grain to a starving town after a siege or reopening a bandit-plagued caravan route. CRAFTING Craft your own weapon, name it and carry it with you to the field of battle! A deep, physics-based system gives each weapon you create a unique set of attributes, strengths and weaknesses. Forge a finely-tuned killing machine to match your own prowess and complement your play-style, or take the sword of your enemy and brandish it as a trophy of war. MODDING The engine and tools used to develop Mount & Blade II: Bannerlord are being made available to the community, so that modders can re-interpret Calradia or create their own worlds! Players can now combine different mods, making it easier than ever to play the game of your dreams. ENGINE An all-new tailor-made game engine, developed in-house to fulfill the unique needs of the series, offers the perfect balance of performance and graphical fidelity, scalable with the power of your hardware. Experience Mount & Blade with richer, more beautiful graphics than ever, immersing you in the world of Calradia, rendering the game's magnificent battles with equally spectacular detail.",,,,,
https://store.steampowered.com/app/599580/Bob__Bernard_Against_The_Nazis/,app,Bob & Bernard Against The Nazis,"You are Bob, a brave undercover agent. You are sent on a special mission in a faraway village, where you must find and neutralize a sinister Nazi gang. An exciting adventure, full of surprises and ridiculous situations is awaiting you! Can you complete the mission and save this odd village?",,,Coming Soon,"Dmitry Korovin,Arcade Hero","Plug In Digital,Plug In Digital","Adventure,RPG,Indie,Casual,Pixel Graphics,Short,Minimalist,Cute,Funny,2D,Retro","Single-player,Steam Achievements,Full controller support","English,Russian",,"Adventure,Casual,Indie,RPG"," About This Game You are Bob, a brave undercover agent. You are sent on a special mission in a faraway village, where you must find and neutralize a sinister Nazi gang. An exciting adventure, full of surprises and ridiculous situations is awaiting you! Can you complete the mission and save this odd village? Game features: Cozy atmosphere of a faraway village in a dense forest. 12 oddish characters each one with their one quirks and their own story. Sweet 1-bit pixel art graphics made with love. Lovely soundtrack from Nucler Musroom Boom that will melt your heart. ",,,,,
https://store.steampowered.com/app/260309/Company_of_Heroes_2__The_Western_Front_Armies/,app,Company of Heroes 2 - The Western Front Armies,The Western Front Armies is a multiplayer standalone for COH2 that adds two factions to the roster of playable multiplayer armies: the Oberkommando West (OKW) and the US Forces (USF). Each army can also be purchased separately.,,,"Jun 23, 2014","Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Strategy,World War II,RTS,Multiplayer,Tactical,Historical,War,Military,Action,Masterpiece,Adventure,Singleplayer,Realistic,FPS,Free to Play","Multi-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Includes level editor","English,Czech,French,German,Italian,Polish,Russian,Spanish - Spain",,Strategy," About This Game By buying TWFA or the OKW / USF army individually, players who do not yet own any COH2 product can access all existing Company of Heroes 2 maps in auto-match, and play against all other existing factions in multiplayer or through skirmishes against the AI. Each army has distinctive tactical gameplay options, new infantry, team weapons, vehicles, abilities and upgrades on a total of eight seasonal multiplayer maps set on the Western Front. The Western Front Armies also includes a new progression system that introduces other unique content into the game and enables players to dive deeper into the tactical and strategic aspects of the game than ever before. KEY FEATURES US FORCES Wield the mighty power of Eisenhower’s Allied army with brand new abilities and strategies OBERKOMMANDO WEST A completely new take on the German forces brings brand new abilities and new strategies to the frontline THE WESTERN FRONT Expand the war to the popular Western Front theater of combat, featuring breathtaking new environments, that bring realism and vibrancy never before seen in the game NEW MAPS Eight stunning new maps join the extensive collection of 23 existing Company of Heroes 2 maps as well as over  1,000 community created maps available on the Steam workshop INTENSE ONLINE COMBAT Feel the unprecedented ferocity of frontline strategic warfare and engage in visceral battle with adversaries across the globe EVERY BATTLE TELLS A STORY Experience the up-close moment-to-moment brutality of frontline warfare and control  the battle through your military prowess OKW & USF vs OTHER COH2 MULTIPLAYER ARMIES Find out the multiplayer army (and associated game/standalone) that suits your play style. ",,"Minimum:,Memory:,2GB RAM,Processor:,2Ghz Intel Core2 Duo or equivalent,Graphics:,512MB Direct3D 10 capable video card (GeForce 8800 GT or Radeon HD 2900XT),OS:,32bit Vista,Internet:,Broadband Internet connection,Hard Drive:,30GB free Hard disc space,Minimum Requirements,OS,Ubuntu 14.04 (64bit) or SteamOS,Processor,2.6 GHz Intel Core 2 Duo or equivalent.,RAM,4GB,Hard Disk,35GB,Graphics,1GB NVIDIA 640, Intel Iris Pro 5200 or better,Internet,Broadband Internet connection,Input,Keyboard & Mouse,Additional Notes,Intel GPU's require MESA version 10.5.2 or later.,Nvidia cards require Nvidia driver 352.21 or later.,Multiplayer is compatible between Mac and Linux versions running the same game version, only.","Recommended:,Memory:,4GB RAM,Processor:,3Ghz Intel i5 quad core or equivalent,Graphics:,1024 MB Direct3D 11 capable video card (GeForce GTX 470 or Radeon HD 5850),OS:,64bit Windows 7 and above,Internet:,Broadband Internet connection,Hard Drive:,30GB free Hard disc space,Recommended Requirements,OS,Ubuntu 18.04 (64bit),Processor,3.4 GHz Intel i5 quad core or equivalent.,RAM,8GB,Hard Disk,35GB,Graphics,4GB NVIDIA 760 GB, AMD RX 470 (R7 290 minimum),Internet,Broadband Internet connection,Input,Keyboard & Mouse,Additional Notes,AMD and Intel GPU's require MESA version 18.1.3 or better.,Nvidia cards require Nvidia driver 396.24.02 or later.,AMD GPU's are only officially supported in the latest release.,Multiplayer is compatible between Mac and Linux versions running the same game version, only.",$12.99,
https://store.steampowered.com/app/598730/Shakedown_Hawaii/,app,Shakedown: Hawaii,"Build a ""legitimate"" corporation via open world missions, shakedowns, sabotage and property acquisition. Shakedown: Hawaii parodies big business and the white collar crimes that go alongside.",,,TBD,"Vblank Entertainment, Inc.","Vblank Entertainment, Inc.,Vblank Entertainment, Inc.","Action,Adventure,Indie,Pixel Graphics,Open World,Retro,Great Soundtrack,Parody,2D,Sandbox,Comedy,Funny,Top-Down,Satire,1990's,Character Customization,Crime,Violent,Classic","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Steam is learning about this game 
									",English,,"Action,Adventure"," About This Game  BUSINESS IN THE FRONT. BODIES IN THE BACK. The entire island is up for grabs... or at least, could be with the right business model. Shakedown: Hawaii combines open world action and empire building. Build a ""legitimate"" corporation by completing open world missions, acquiring businesses, sabotaging competitors, ""re-zoning"" land, and shaking down shops for protection money. Shakedown: Hawaii parodies big business, and the most absurd business practices that go alongside. You're the CEO, and questionable subsidiaries, misleading ads, fine print, hidden service fees, and marketing spin are the tools of your trade. From the boardroom to the streets, build your corporate empire and destroy the competition.",,,,,
https://store.steampowered.com/app/598110/Fallout_4__Creation_Club/,app,Fallout 4 - Creation Club,,,,"Aug 24, 2017",Bethesda Game Studios,"Bethesda Softworks,Bethesda Softworks","Psychological Horror,Horror,Dark Humor,Memes,Comedy,Illuminati,Dystopian,Dark,Gore,Funny,Dark Fantasy,Nudity,Dark Comedy,Anime,Survival Horror,Walking Simulator,Casual,RPG,Post-apocalyptic,Family Friendly","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","English,French,Italian,German,Spanish - Spain,Polish,Portuguese - Brazil,Russian,Traditional Chinese,Japanese",,RPG," About This Content Get Credits to be used in Creation Club – a collection of all-new game content for Fallout 4.  Content is fully curated and compatible with the main game and official add-ons.  Using Creation Club is easy – browse the selection in-game by category and use Credits to download the content. Credits can be purchased in packs of various sizes, and you’ll receive a discount on larger packs.",,"Minimum:,OS:,Windows 7/8/10 (64-bit OS required),Processor:,Intel Core i5-2300 2.8 GHz/AMD Phenom II X4 945 3.0 GHz or equivalent,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 550 Ti 2GB/AMD Radeon HD 7870 2GB or equivalent,Storage:,30 GB available space","Recommended:,OS:,Windows 7/8/10 (64-bit OS required),Processor:,Intel Core i7 4790 3.6 GHz/AMD FX-9590 4.7 GHz or equivalent,Memory:,8 GB RAM,Graphics:,NVIDIA GTX 780 3GB/AMD Radeon R9 290X 4GB or equivalent,Storage:,30 GB available space",,
