,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
12,76811473,english,Kill fat Americans,1601473303,1601473303,True,1,0,0.425051331520080566,0,True,False,False,76561198047287276,88,14,13621,226,13605,1601650479
13,76806026,english,The PTSD simulator that I didn't know I wanted until I had it,1601464195,1601464195,True,0,0,0,0,True,False,False,76561198038158207,67,9,67442,4365,65251,1602077345
14,76796727,english,a lot of technical fun,1601442384,1601442384,True,0,0,0,0,True,False,False,76561198143711053,32,1,3769,1212,3184,1601765808
15,76793646,english,"to enjoy this game, I find that you can't play with a cs, r6 or cod mindset. you need to play slowly and push with your team. takes a certain appreciation of the realism to play properly",1601435463,1601435463,True,0,0,0,0,True,False,False,76561198400985710,66,29,151,129,138,1601699121
16,76792591,english,killin is fun,1601433193,1601433193,True,0,0,0,0,True,False,False,76561198067071526,65,4,2476,46,2439,1601460399
17,76791915,english,fuckin good game,1601431659,1601431659,True,0,0,0,0,True,False,False,76561198286551432,28,4,1211,83,1180,1601451149
18,76785724,english,"This game may have you sayin' things like ""Good Morning Vietnam,"" or, ""Get Some;"" faster than you can say ""F.U.B.A.R."" In all seriousness though there is hyper-realistic magic happening in this game,  making it really fun and exciting in my opinion. Keep your heads down and enjoy.",1601419219,1601419219,True,7,0,0.577496111392974854,0,True,False,False,76561199023239621,16,5,252,252,204,1601538466
19,76785029,english,good,1601417999,1601417999,True,0,0,0,0,True,False,False,76561198095784054,233,21,366,0,366,1565561935
20,76783924,english,Authentic and fun,1601416108,1601416108,True,0,0,0,0,True,False,False,76561198062287527,220,4,10341,195,10152,1601780412
21,76783405,english,Addictive realistic combat that scratches that 'Nam itch.,1601415164,1601415164,True,0,0,0,0,True,False,False,76561199012055469,20,3,1269,1269,733,1601832148
22,76782978,english,"Regardless of the community of idiots, and the fact that the developer has abandoned the game, I would say this is a good successor to Red Orchestra 2.  It wasn't too good a release, and there were promises that weren't met, but what we have currently is much better than nothing.",1601414478,1601414478,True,0,0,0,0,True,False,False,76561198037181365,74,7,11344,0,11344,1600863740
23,76781768,english,Shoot the trees.,1601412558,1601412558,True,0,0,0,0,True,False,False,76561198018644143,170,6,9972,446,9741,1602033488
24,76780900,english,penis,1601411333,1601411333,True,0,0,0,0,True,False,False,76561198068908841,70,1,9025,58,8966,1601414859
25,76773871,english,Its a bit tough to learn but its both fun and engaging. Highly recommend. :),1601401835,1601401835,True,0,0,0,0,True,False,False,76561198176260314,73,9,1872,113,1870,1601402799
26,76772287,english,Get the satisfaction of killing minorities in a war that the US of A didn't lose.,1601399800,1601399800,True,0,0,0,0,True,False,False,76561199015346002,28,6,2529,192,2529,1601399731
27,76770881,english,it good,1601398073,1601398073,True,0,0,0,0,True,False,False,76561199013684648,21,1,2328,108,2237,1602009557
28,76770386,english,"hehe 69 hours


oh yeh uuuh helis r cool :)",1601397421,1601397421,True,1,0,0.523809552192687988,0,True,False,False,76561198073831441,147,5,4463,509,4133,1601995286
29,76758680,english,"yes
",1601381625,1601381625,True,0,0,0,0,True,False,False,76561198408436462,5,1,1031,630,461,1602080817
30,76752441,english,I love the smell of napalm in the morning,1601368967,1601368967,True,0,0,0,0,True,False,False,76561198156245564,64,7,8524,1828,7575,1601868036
31,76750495,english,BRETTY GUD IF YOU GET SUM BOYS. CLIENT IS A PAIN IN THE BUTTHOLE,1601364326,1601364326,True,0,0,0.476190477609634399,0,True,False,False,76561198044598334,59,2,1137,158,1137,1601361513
32,76744528,english,"Smh how does my grandfather come back with PTSD? 

The Vietnam war was some of the most fun I've ever had",1601350524,1601350524,True,0,0,0,0,True,False,False,76561198305499155,150,48,12313,926,12069,1601364988
33,76744067,english,SPIDER HOLES MMMMM,1601349511,1601349511,True,0,0,0,0,True,False,False,76561198384429940,25,2,842,842,378,1601925804
34,76743231,english,"Very clunky game. Feels like a less polished battlefield 2. Like the realism, but very dated physics and graphics.  Would recommend waiting for the next iteration of battlefield vietnam.",1601347686,1601347686,False,0,0,0.476190477609634399,0,True,False,False,76561198011235809,49,10,18,6,18,1601343515
35,76741933,english,Yes,1601345170,1601345170,True,0,0,0,0,True,False,False,76561199088998653,9,1,1306,1093,357,1602042820
36,76741267,english,this game fun af,1601343892,1601343892,True,0,0,0,0,True,False,False,76561198205364977,67,5,4994,692,4765,1602023272
37,76739137,english,"Something for all FPS fans! Big battles across open maps, close-quarter combat in the buildings and city streets.

Different classes allow you to play to your strengths (I'm not great in twitchy close-quarter combat so I tend to use ranged weapons, or go in as a sapper and set traps). A good server will make or break the experience - support Strayagaming if you're in the Asia-Pacific region because they host a great community down here!",1601339759,1601339759,True,0,0,0,0,True,False,False,76561199074555598,7,2,1004,916,460,1602067441
38,76738933,english,Made my PTSD fun,1601339340,1601339340,True,0,0,0,0,True,False,False,76561197978573269,119,4,885,69,867,1601866880
39,76731746,english,"oh my lord
",1601326650,1601326650,True,0,0,0,0,True,False,False,76561198078651823,54,3,3842,75,3777,1601747792
40,55113950,english,"You can probably watch youtube to see how the game is, the concpet is ok, though colisions are cluncky af and you will often find yourself stuck against something and die in the process. You will die a lot and skill had nothing to do with that, you know, war is about luck. Untill you learn the maps and cheese strats of camping, it's not going to be any fun at all. Great experience, PTSD guaranteed. What makes it even better is the players that sing nazi songs over voip, spam racist banter or pretend to be middle-eastern insurgents. Ever wanted to hear a recording of Htiler's speach, but it's banned in your country? This game has you covered. Are you sad that you get banned because of oppressing minorieties in other games? Here is your anwser! 

It's basically 4chan - The Game, so if you are into this, go ahead and dump your hard earned money on this slav-af jank simulator - the best Vietnam game ever, which says a lot about the quality of the titles with that theme.

10/10 We live in a societey
Bottom Text.

EDIT: It seems time has passed and the more toxic part of the community moved on, but the rest of the experience is unchanged. You still will die a lot, camping is the best strategy and unless you have a well coordinated team, you will be counting losses. That said, the game can be quite enjoyable under the right conditions, and the raw brutality of the combat actually makes for an authentic Vietnam experience, just prepare to die a lot.",1568497362,1601321327,False,3,2,0.466163992881774902,0,True,False,False,76561197992408576,545,41,3562,157,2511,1601668767
41,76725422,english,GG,1601318068,1601318068,True,0,0,0,0,True,False,False,76561198418954872,47,5,335,115,288,1601515540
42,76724144,english,"If you like hardcore FPS and vietnam, this game is for you.",1601316471,1601316471,True,0,0,0,0,True,False,False,76561198019546707,209,26,3939,211,3879,1601320151
43,76715902,english,"good game very few servers tho.
",1601306302,1601306302,True,0,0,0,0,True,False,False,76561198355962888,29,15,1087,957,262,1601938149
44,67225085,english,Yes,1586779856,1601305803,True,0,0,0,0,True,False,False,76561198086706362,9,1,3553,1044,2628,1602085688
45,76713598,english,"Welcome to ""Where did I get shot from?"" simulator.",1601303506,1601303506,True,0,0,0,0,True,False,False,76561198864491668,51,1,8971,460,8872,1601310588
46,76711692,english,Rice fields.,1601301171,1601301171,True,1,0,0.527559041976928711,0,True,False,False,76561198036051115,108,19,2848,339,2630,1601992525
47,76704922,english,War crimes and racism simulator. I give it 9 out of 10 YAAAAA,1601290090,1601290090,True,0,0,0,0,True,False,False,76561198011213326,269,5,27376,0,27376,1556332632
48,76703166,english,team kill and PTSD simulator,1601286508,1601286508,True,0,0,0,0,True,False,False,76561198798978704,126,1,4558,1250,3856,1601972379
49,76693301,english,FRICKEN AWESOME GAME.,1601264278,1601264278,True,0,0,0,0,True,False,False,76561198322412284,41,4,602,527,320,1601614576
50,76690829,english,It's aight,1601259351,1601259351,True,0,0,0,0,True,False,False,76561199004789996,9,2,2517,2208,1852,1601781910
51,76683828,english,Amazing game. One of my favorites by far.,1601246453,1601246453,True,0,0,0,0,True,False,False,76561198210174076,69,8,6224,557,5867,1601876128
52,76681370,english,Solid game. Graphics aren't the best but oh well. Good gameplay.,1601242577,1601242577,True,0,0,0,0,True,False,False,76561198240442698,37,2,358,230,306,1601245699
53,76677759,english,"This game is the better version of battlefield, real life gunplay, recoil, weight, and damage models. Highly recommend this game over battlefield titles if large, realistic battles are what you want.",1601237619,1601237619,True,0,0,0,0,True,False,False,76561198425427644,17,1,5767,5261,2036,1602015828
54,76676298,english,Good game. Never passed boot camp though.,1601235868,1601235868,True,0,0,0,0,True,False,False,76561197994331118,204,2,5323,248,5189,1601735305
55,76669139,english,"Looking forward to '83!
This game is still fun despite the fact that it has aged. If you love committing in-game warcrimes you should  consider buying this game.",1601227394,1601227394,True,0,0,0,0,True,False,False,76561198382424412,31,13,3882,0,3882,1599823578
56,76665526,english,"One of the best tactical and realistic war FPS!
64 players in a big map, filled with so much chaos and fun. 
It's not too fast paced like battlefield and isn't too slow-paced like Arma. It's got that sweet middle ground.
The Community and the voice-chat in this game are the cherries on the top!

Just be ready to die a lot, ( from the enemy and sometimes from your commander placing a Napalm on your location) but also have patience and this game becomes very enjoyable and fun :D",1601223166,1601223166,True,0,0,0,0,True,False,False,76561198879404959,40,13,10243,1148,9349,1602089832
57,76660479,english,"it has great tactical gameplay
",1601217412,1601217412,True,0,0,0,0,True,False,False,76561198260839794,65,11,549,412,215,1601492573
58,76655407,english,GHF,1601211181,1601211181,True,0,0,0,0,True,True,False,76561198115957916,54,10,1497,409,1088,1601875946
59,76652490,english,great game to play. worth every penny,1601207154,1601207154,True,1,0,0.523809552192687988,0,True,False,False,76561198183591811,9,2,79141,0,79141,1598654268
60,76646751,english,"One of the best shooters out there. ""Hardcore"" shooter with steep learning curve and thus not for everyone. If you are looking for something between military sim and run-and-shoot game which is casual enough but with enough depth into it then this game might be worth looking at. Very loyal player base with a good amount of servers full at all times and good community.",1601199008,1601199008,True,0,0,0,0,True,False,False,76561197985593637,280,8,6256,262,6094,1601715068
61,76642368,english,"One of the best shooters I've ever played, brilliant mix of arcade and ""realism"" shooters. Well done, would recommend to anyone who wants to get into realistic shooters and is coming from more arcade-like stuff.",1601191564,1601191564,True,0,0,0,0,True,False,False,76561198048209509,232,32,9222,70,9151,1601345889
62,76641289,english,"Its pretty cool you get to go to the rice fields and kill the GI
",1601189600,1601189600,True,0,0,0,0,True,False,False,76561199013699754,41,6,1013,570,1013,1601048773
63,76639000,english,You can cook asian people.,1601185174,1601185174,True,0,0,0,0,True,False,False,76561198880601340,27,2,4184,1108,3597,1602041374
64,76638969,english,good game (Y),1601185127,1601185127,True,0,0,0,0,True,False,False,76561198090965996,20,1,2726,9,2716,1601185659
65,76636017,english,"terrible graphics, very clunky also",1601179573,1601179573,False,0,0,0,0,True,False,False,76561198323807265,22,10,40,40,40,1601179444
66,76633959,english,cool game don't be colorblind and ben,1601175862,1601175862,True,0,0,0,0,True,False,False,76561198243340324,35,16,2210,530,1886,1601842582
67,76631090,english,i now have ptsd,1601170902,1601170902,True,1,0,0.523809552192687988,1,True,False,False,76561198040908066,105,3,776,482,416,1601526802
68,76630358,english,"They've updated this game and it makes Unreal Engine 3 still look modern. Great mechanics, I didn't think I'd have this much fun playing a game originating in 2011 (RO2)",1601169622,1601169622,True,0,0,0,0,True,False,False,76561197997672686,114,13,6497,852,5918,1601612794
69,76628477,english,"Excellent shooter, realistic gunplay, teams are very important",1601166312,1601166312,True,0,0,0,0,True,False,False,76561198008159031,149,4,6915,482,6553,1602049797
70,76626473,english,One of the best war simulating games Ive ever played,1601162985,1601162985,True,0,0,0,0,True,False,False,76561198064234953,60,1,3368,2318,1607,1601971499
71,76619843,english,"the trees speak some vietnamese, the G.I. go home, and it smells like napalm in the morning.  in the words of sgt. lincoln osiris ""survive.""",1601153657,1601153657,True,0,0,0,0,True,False,False,76561198116752642,72,16,10709,1050,10160,1602019029
72,76618073,english,"After getting a new steam account I just could not help myself and spend so much time on this game. This era really sets it for me. Even when it acts funny sometimes I can look past it with a laugh =) 

Can't wait for '83 to come out!",1601151526,1601151526,True,0,0,0,0,True,True,False,76561198257290213,60,1,59347,236,59306,1601407000
73,76614547,english,This game is a complete disaster!!!! I was hoping for a more Battlefield 4 type of game play!!!!! So disappointed!!!!!!! I just don't like being told what weapon I have to use and that's why I give this game 0 out of 10!,1601147274,1601147274,False,1,2,0.461538463830947876,1,True,False,False,76561198154092922,10,2,407,407,233,1601225302
74,76612522,english,"For some reason, i played this more than Rising Storm/Red Orchestra 2.

Its simple. It has both the fun of the BF series and the realism of a RS game.

Balanced gameplay (cough) bugs (cough)

The fact that capturing points are really rewarding and contribute in the long campaign of your game.

Can't recommend enough if u are a SEA player there's actual active community here. Don't wait anymore GI.

GO BACK 'HOME' GI",1601145021,1601145021,True,0,0,0,0,True,False,False,76561198055760085,299,8,2832,617,2693,1601740159
75,76602043,english,"You ether make GI go Home..



Or you kill the communist rice people",1601133086,1601133086,True,0,0,0,0,True,False,False,76561199046769047,13,5,1145,95,1050,1601917053
76,76601138,english,"I have had problems starting the game. sometimes it crashes on startup and sometimes steam seemingly doesn't want to even try running it. Every time it crashes i have to restart my PC in order to be able to try starting the game again. if it fails, you go for another restart.

I have managed to play a few minutes of gameplay however. I'm a Battlefield player at heart and so the gameplay translates well to me. that said, it's horribly optimized. My PC exceedes minimum requirements in all aspects, some more than others, yet even at lowest graphics i can't get a stable 50 fps. and the graphics at lowest look horrendous. Like, just cause 2 level of terribleness, from a game that came out 10 years after that one.

I have looked for solutions for the crashing online but haven't been able to find a fix. As far as i can tell everyone is having crashing problems, just that some experience them more than others.

I might try the game when i have a better PC, but for now this is a refund and a hard 'don't recommend' from me.",1601131981,1601131981,False,0,0,0,0,True,False,False,76561198237796512,39,30,36,36,36,1601131241
77,76594222,english,"Because playing as a tree is fun gameplay
",1601123643,1601123643,True,0,0,0,0,True,False,False,76561198162330497,51,15,1783,74,1709,1601808119
78,76593046,english,G.I. GO HOME!!,1601122225,1601122225,True,0,0,0,0,True,False,False,76561198032596728,87,25,2384,1407,1351,1601907109
79,76585352,english,really fun,1601111053,1601111053,True,0,0,0,0,True,False,False,76561198391871368,47,10,4145,2592,2846,1601834303
80,76580845,english,i like it alot,1601103604,1601103604,True,0,0,0,0,True,False,False,76561198991932443,35,2,1656,525,1482,1601609473
81,76579827,english,its a relly good game,1601101858,1601101858,True,0,0,0,0,True,False,False,76561198353483299,36,8,626,626,320,1601528414
82,76570667,english,"Tão bom quanto o primeiro Rising Storm. Muito realista, sons muito realistas. Quando você dispara o m16, a ak-47, ou até mesmo uma .50, você sente que está disparando na vida real. As explosões então? Meu amigo, você chega a se abaixar no quarto. Recomendo muito!",1601086402,1601086402,True,0,0,0,0,True,False,False,76561198405304303,20,2,3728,3728,666,1602023646
83,76561529,english,who doesn't love going to nam and killing gook ;) or fighting off the nasty GI,1601071958,1601071958,True,0,0,0,0,True,False,False,76561198206055199,86,8,6301,44,6256,1601160550
84,76555091,english,"Great game. The community is active and there are some great community servers, where people communicate well and play towards the objectives. A must-have for FPS Fans.",1601063491,1601063491,True,6,0,0.573735177516937256,0,True,False,False,76561198331242899,11,1,3262,0,3262,1600868009
85,76551327,english,Super fun!!,1601059052,1601059052,True,0,0,0,0,True,False,False,76561198379565736,2,1,1025,425,647,1601525496
86,76549091,english,"You can grill commies in this game, absolutely 5/5",1601056492,1601056492,True,0,0,0.476190477609634399,0,True,False,False,76561197961290003,335,4,10812,15,10797,1601057260
87,76535448,english,best game i have ever played,1601041134,1601041134,True,0,0,0,0,True,False,False,76561198364133714,66,3,10790,229,10673,1601147544
88,76529464,english,"You can be killed from anywhere. I mean LITERALLY, even from your teammate who's 3m behind you. Also, trees do speak vietnamese, that wasn't a made up lie by the goverment.",1601032909,1601032909,True,2,0,0.534883737564086914,0,True,False,False,76561198040385757,141,52,2088,1788,406,1602018372
89,37818079,english,"If you're into ptsd, screaming Asian larpers and some more absurd things that happen in complete chaos while bullets trading and helicopters fly over head its the game for you.
""Welcome to the rice fields motherfucker"".",1511812567,1601025765,True,0,0,0,0,True,False,False,76561198070435855,275,10,41920,895,41342,1601824765
90,76525210,english,"PTSD, Talking Trees, Flamethrowers, so pretty immersive if you ask me",1601024880,1601024880,True,0,0,0,0,True,False,False,76561198305793234,22,5,1407,0,1407,1598587803
91,76517333,english,"Makes me feel like my Grand dad in vietnam, scared shitless",1601008695,1601008695,True,0,0,0,0,True,False,False,76561198150322567,15,1,12564,59,12518,1601157752
92,76512889,english,go home G.I. !!,1601000527,1601000527,True,0,0,0,0,True,False,False,76561198846944517,57,1,10070,821,9249,1601950200
93,76511145,english,yes,1600997672,1600997672,True,0,0,0,0,True,False,False,76561198175459797,94,4,1790,1468,321,1601668037
94,76510631,english,great game super fun and well paced but cant play it currently!it wont show me any servers despite it showing players in game,1600996824,1600996824,True,0,0,0,0,True,False,False,76561198204286607,64,1,686,367,368,1602051629
95,76508673,english,a,1600993585,1600993585,True,0,0,0,0,True,False,False,76561198119163115,102,6,4717,2481,3193,1601664892
96,76505190,english,"Who Killed me?: The Game
 (This game is amazing please buy it)",1600987858,1600987858,True,0,0,0,0,True,False,False,76561198068788448,302,33,4168,906,3497,1601956993
97,76504271,english,ITS FUN BUT NO ONE PLAYS IT,1600986353,1600986353,True,0,1,0,0,True,False,False,76561198877138303,17,2,361,8,356,1601338000
98,76501951,english,honestly the best voice chats and teamwork ive seen in a war sim,1600983131,1600983131,True,0,0,0,0,True,False,False,76561198363436270,9,3,531,145,386,1601069134
99,76496730,english,"A fun realistic game where gameplay is not a hard concept to grasp with fairly simple mechanics and a good amount of customization 

oh and i have PTSD and night terrors",1600976141,1600976141,True,0,0,0,0,True,False,False,76561198977222686,19,2,736,205,724,1601998365
0,76493288,english,You shoot charlie and charlie shoots you,1600971844,1600971844,True,1,0,0.52173912525177002,0,True,False,False,76561198038506695,250,5,19710,167,19587,1601851137
1,76492401,english,I still get PTSD flashbacks from suppressive Machine Gun Fi.........where is Bubba?,1600970797,1600970797,True,0,0,0,0,True,False,False,76561198051914964,3,1,25675,0,25675,1600814594
2,76490978,english,guns go pew pew and you can say racist comments such as gi and vc,1600969169,1600969169,True,0,1,0,0,True,False,False,76561198116378580,115,10,1166,286,983,1601182110
3,76490408,english,Good,1600968507,1600968507,True,0,0,0,0,True,False,False,76561198854883506,4,1,2624,411,2379,1601468908
4,76484302,english,"You don't know man, you weren't there",1600961430,1600961430,True,0,0,0,0,True,False,False,76561198025722579,131,12,1421,1108,461,1602037813
5,76483927,english,"Quay trở lại Hoa Kỳ, những người lính Mỹ. Đây không phải là cuộc chiến của bạn. Tôi không phải Charlie. Tại sao bạn gọi tôi là Charlie? Nói lời nguyện cầu Bác Hồ chiến thắng. Chào mừng đến với ruộng lúa, đụ má.",1600961002,1600961002,True,0,0,0,0,True,False,False,76561198872493509,48,3,3445,1446,2406,1601912690
6,76481136,english,I got this game when it was on sale for like 8 dollars and i don't regret a dime. If you want a very good game of the Vietnam War then this is a game you need it has everything.  You can fly in a huey and blast fortunate son or you can be on the ground with the good old M16 or Commando Carbine and blast some vc. This is in my opinion one of the best games i have ever played and it is the best game about the Vietnam War.,1600957449,1600957449,True,0,0,0,0,True,False,False,76561198316418388,26,4,806,114,691,1601928840
7,76478378,english,1,1600953428,1600953428,True,0,0,0,0,True,False,False,76561198090536570,170,5,7076,584,6491,1602030807
8,61763309,english,"It's alright, Controls are a bit clunky.",1578858849,1600951793,True,0,0,0,0,True,False,False,76561198839124668,25,9,3495,0,2052,1600396945
9,76469500,english,I like the realism of the game.,1600936105,1600936105,True,0,0,0,0,True,False,False,76561198172926963,16,2,7499,769,7195,1601875516
10,76465906,english,"Do you know what the M-97 Flamethrower sounds like? It roars like a dragon, a fiery god purging everything in it's path. Hold down the trigger and the ""woosh"" drowns out everything else, focus on the noise and you almost convince yourself you don't hear the screams. By the time the tank is empty, everything is over, even the men are quiet. There's nothing but the crackling of burning thatch. You see, it's not the noise that keeps me awake at night, it's the silence.

Game is Fun",1600927606,1600927606,True,0,0,0,0,True,False,False,76561198158785842,81,3,23746,630,23116,1601263707
11,76463836,english,"When you're getting transported with the Huey and the pilot starts playing Fortunate son, it was like sex but better",1600922669,1600922995,True,0,0,0,0,True,False,False,76561198883152578,85,14,797,65,797,1600917155
12,76463762,english,marie they arent rocks theyre minerals,1600922458,1600922458,True,0,0,0,1,True,False,False,76561198221234332,46,7,560,21,539,1601098063
13,76462901,english,"Super fun, rp is probably the best of any game ive played. squad and command system is fun as hell, skillful play is rewarded",1600920583,1600920583,True,0,0,0,0,True,False,False,76561198141883271,76,2,20364,1797,18683,1602019727
14,76455173,english,"fast paced
",1600905726,1600905726,True,0,0,0,0,True,False,False,76561198045220597,122,8,2800,33,2767,1600907702
15,76451514,english,its alright but there so many glitchy things and the maps are kinda wack but some are good,1600899163,1600899163,False,0,0,0,0,True,False,False,76561198405567028,13,7,2901,723,2355,1602038570
16,76448306,english,Let the FNGs go first they've got it figured out,1600893917,1600893917,True,0,0,0,0,True,False,False,76561198828756967,20,1,37570,0,37570,1600019874
17,76446163,english,I love the realistic gameplay that this games offers. Thats where this game shines! The graphics arent the main focus of this game although the guns look great. Keep in mind this is a realistic shooter so no name tags or healthbars. This can make it frustrating at times but it can also feel very rewarding.,1600891069,1600891069,True,0,0,0,0,True,False,False,76561199093032961,2,1,528,459,217,1601062315
18,76443835,english,meatball spegetio with napalm,1600888251,1600888251,True,0,0,0,0,True,False,False,76561199085697823,3,1,995,97,897,1601343271
19,76442214,english,This my rice field GI!,1600886214,1600886214,True,1,0,0.525862038135528564,0,True,False,False,76561198064283126,199,10,2290,0,2290,1600474516
20,76441978,english,good realistic shooter,1600885936,1600885936,True,0,0,0,0,True,False,False,76561198257230517,28,13,1038,468,569,1601757036
21,76441594,english,"Very fun and enjoyable, funny players and realistic combat. Well worth the money",1600885544,1600885544,True,0,0,0,0,True,False,False,76561198242741438,55,4,10388,9823,565,1601914031
22,76437715,english,"A Great Game. 
Very realistic and dynamic. 
One wish if i could make, why they do not have SOF, SEALS missions.... 
",1600881183,1600881183,True,0,0,0,0,True,False,False,76561198865495416,5,1,2988,247,2741,1601315275
23,76434965,english,"THE SKIES ARE DANGEROUS, GI. THEY WILL NAPALM YOU TONIGHT",1600877989,1600877989,True,0,0,0,0,True,False,False,76561198112872907,81,13,909,461,448,1601647096
24,76434677,english,The trees won't stop screaming at me.,1600877605,1600877605,True,0,0,0,0,True,False,False,76561198083572201,119,8,3941,93,3848,1601417362
25,76431105,english,good game,1600873027,1600873027,True,0,0,0,0,True,False,False,76561198032667414,23,2,1209,207,1001,1601233982
26,76429117,english,bloody great game,1600870560,1600870560,True,0,0,0,0,True,False,False,76561198893250982,28,1,1561,194,1290,1601146408
27,76429057,english,10/10 rice farming simulator,1600870496,1600870496,True,0,1,0,0,True,False,False,76561198062796482,32,1,2177,437,1654,1602002525
28,76425301,english,"Really good game will like to se a next part 
BUY IT",1600865544,1600865544,True,0,0,0,0,True,True,False,76561198382032146,69,23,252,0,252,1600721189
29,76421788,english,very good game fun community,1600859171,1600859171,True,0,0,0,0,True,True,False,76561199023533480,4,1,3408,1452,1599,1601584743
30,76420134,english,It cool :),1600855781,1600855781,True,0,0,0,0,True,False,False,76561198303687742,93,4,26061,153,25790,1601884144
31,76417692,english,"Game is good, try it.",1600850017,1600850017,True,0,0,0,0,True,False,False,76561198052573845,116,6,6814,357,6457,1601691081
32,76416765,english,Their are men in the trees...,1600847570,1600847570,True,0,0,0,0,True,False,False,76561198048633767,112,7,4489,2683,1753,1602046069
33,76415083,english,"Perfect balance of realism and arcade that makes all encounters intense, multiplayer campaign is by far the best I've have ever played in any FPS the ability to choose where to fight and which army to fight with makes every campaign feel different and fresh, class system fits perfectly with each class having strengths and weakness and with no one class outshining the others. 

By far the best Vietnam game I have ever played 10/10 can't recommend enough!",1600843538,1600843538,True,0,0,0,0,True,False,False,76561198200429127,40,1,3358,342,3015,1600916959
34,76414556,english,"""DU MA MAY!"" SAID A BUSH",1600842204,1600842204,True,0,0,0,0,True,True,False,76561198352020209,58,7,821,452,231,1602082514
35,76413428,english,A followed a man with an M16 playing Kansas' entire discography across what seemed like an endless rice paddy. Then a man named Charles started singing along. We heard his accent. We killed him. Nice Game!,1600839407,1600839407,True,0,0,0,0,True,False,False,76561198253252752,169,8,3642,1281,2331,1601870222
36,76413273,english,"PROS
-A perfect blend of realism and fast paced arcade like action
-Adrenaline pumping, epic 64 player battles that often come down to the last man standing
-Proximity chat for added interaction with allies/enemies
-Flyable helicopters with mostly realistic flight controls
-Tons of weapons
-ARVN (South Vietnamese) and Australian forces available
-Victory is extremely rewarding
-Lots and lots of napalm

CONS
-Developer support ended in 2019
-Still a few bugs and glitches present
-Steep learning curve
-Repeated deaths/defeats will have you nerd raging in no time
-Lots and lots of napalm",1600838997,1600838997,True,0,0,0,0,True,False,False,76561197970546687,94,1,33289,3465,29825,1601962903
37,76406398,english,best fps game play period!!,1600824103,1600824103,True,0,0,0,0,True,False,False,76561198192788677,120,2,6211,829,5292,1601958945
38,76404494,english,"I like the realism, but for some reason in this game it just doesn't work. You will just be killed instantly from god knows where every time you try to play the game. Like, it would be fun and a really good game only if you weren't one tapped from across the map every time you spawn making it so that you literally can't play the damn game. Could be fun but the realism is not well implemented.",1600820588,1600820588,False,0,0,0,0,True,False,False,76561198068801145,135,4,758,182,575,1600916298
39,76403262,english,Good,1600818337,1600818337,True,0,0,0,0,True,False,False,76561199065784040,11,1,474,124,212,1601000150
40,76401236,english,"The most realistic shooter I've ever played. Combines teamwork, great gun mechanics, and a fairly steep learning curve. You will be frustrated until you figure out that this isn't Call of Duty and you have to keep your damn head down. So satisfying when you finally git gud.",1600814350,1600814350,True,0,0,0,0,True,False,False,76561198011966999,91,1,4277,2309,1835,1602089702
41,76397429,english,Brilliant.,1600807726,1600807726,True,0,0,0,0,True,False,False,76561198925497890,13,2,3056,1217,1664,1602044050
42,76396429,english,kill those dumb commies,1600806220,1600806220,True,0,0,0,0,True,False,False,76561198448832121,15,3,1909,788,1035,1601871856
43,32078997,english,สนุกดี,1496211388,1600805714,True,0,0,0,0,True,False,False,76561198131611721,166,14,12748,126,12622,1601042825
44,65945900,english,"I would Highly recommend this to the friends. RS2 is a tactical shooter. Tactical shooters can have a low Time To Kill, and the chances of survival in those types of games are fairly slim (which makes this game so realistic). RS2 is realistic in ways that its fairly similar to Vietnam. Some of the maps are based off of real life battlefields. Rs2 is a great game. After playing this game playing other games just does not feel the same. I rate this 5 out of 5.",1585326822,1600804699,True,0,0,0,0,True,False,False,76561198264593009,6,2,33920,399,33520,1602037331
45,76394969,english,fun,1600804069,1600804069,True,0,0,0,0,True,False,False,76561198954635231,38,4,5407,272,5133,1601979875
46,76394385,english,decent game great community,1600803230,1600803230,True,0,0,0,0,True,False,False,76561198412906831,26,3,1339,26,1269,1601944829
47,76389844,english,its ok but sometimes you dont connect to match bc you dont loud in quick enough,1600797150,1600797150,True,0,0,0,0,True,False,False,76561199013524883,7,7,788,290,325,1601917347
48,76386846,english,"The absolute dogs bollocks. The series captured my interest with RS1, but the choice to expand to a lesser explored conflict was a great one. The gunplay is outstanding, the sound is incredible and the game itself is packed with quality content. P.S, dont buy this game if you get angry easily, you'll be going through monitors on a weekly basis.",1600793301,1600793301,True,0,1,0,0,True,False,False,76561198015964864,101,12,16659,0,16659,1600116625
49,76384787,english,Very fun and pretty realistic gun play. For being in the stage its in now its a pretty good game but in the future would suggest better graphics.,1600790593,1600790593,True,0,0,0,0,True,False,False,76561199090822323,3,1,563,293,234,1601730816
50,76380436,english,"the game has a lot of potential, more needs to improve, needs more content, more game modes, more customizations. It is a good game it is aimed at more audiences who like a realistic style of play, you do not make as many kils as in others less realistic fps games, it resembles the Verdum.",1600784806,1600784806,True,1,0,0,0,True,False,False,76561198428257571,97,4,354,0,354,1575308847
